date,value
2020-04-26,1429
2020-04-27,1990
2020-04-28,1396
2020-04-29,1543
2020-04-30,1897
2020-05-01,1718
2020-05-02,1993
2020-05-03,2293
2020-05-04,2644
2020-05-05,2553
2020-05-06,3900
2020-05-07,2958
2020-05-08,3561
2020-05-09,3390
2020-05-10,3320
2020-05-11,3277
2020-05-12,4213
2020-05-13,3604
2020-05-14,3525
2020-05-15,3722
2020-05-16,3967
2020-05-17,3970
2020-05-18,4987
2020-05-19,5242
2020-05-20,4970
2020-05-21,5611
2020-05-22,5609
2020-05-23,6088
2020-05-24,6654
2020-05-25,6767
2020-05-26,6977
2020-05-27,6535
2020-05-28,6387
2020-05-29,6566
2020-05-30,7466
2020-05-31,7964
2020-06-01,8380
2020-06-02,8392
2020-06-03,8171
2020-06-04,8909
2020-06-05,9304
2020-06-06,9851
2020-06-07,9887
2020-06-08,9971
2020-06-09,9983
2020-06-10,9987
2020-06-11,9985
2020-06-12,9996
2020-06-13,10956
2020-06-14,11458
2020-06-15,11929
2020-06-16,11502
2020-06-17,10667
2020-06-18,10974
2020-06-19,12881
2020-06-20,13586
2020-06-21,14516
2020-06-22,15413
2020-06-23,14821
2020-06-24,14933
2020-06-25,15968
2020-06-26,16922
2020-06-27,17296
2020-06-28,18552
2020-06-29,19906
2020-06-30,19459
2020-07-01,18522
2020-07-02,18653
2020-07-03,19148
2020-07-04,20903
2020-07-05,22771
2020-07-06,24850
2020-07-07,24248
2020-07-08,22252
2020-07-09,22752
2020-07-10,24879
2020-07-11,26506
2020-07-12,27114
2020-07-13,28637
2020-07-14,28701
2020-07-15,28498
2020-07-16,29429
2020-07-17,32695
2020-07-18,34956
2020-07-19,34884
2020-07-20,38902
2020-07-21,40425
2020-07-22,37148
2020-07-23,37724
2020-07-24,45720
2020-07-25,49310
2020-07-26,48916
2020-07-27,48661
2020-07-28,49931
2020-07-29,47703
2020-07-30,48513
2020-07-31,52123
2020-08-01,55078
2020-08-02,57118
2020-08-03,54735
2020-08-04,52972
2020-08-05,52050
2020-08-06,52509
2020-08-07,56282
2020-08-08,62538
2020-08-09,61537
2020-08-10,64399
2020-08-11,62064
2020-08-12,53601
2020-08-13,60963
2020-08-14,66999
2020-08-15,64553
2020-08-16,65002
2020-08-17,63490
2020-08-18,57981
2020-08-19,55079
2020-08-20,64531
2020-08-21,69652
2020-08-22,68898
2020-08-23,69878
2020-08-24,69239
2020-08-25,61408
2020-08-26,60975
2020-08-27,67151
2020-08-28,75760
2020-08-29,77266
2020-08-30,76472
2020-08-31,78761
2020-09-01,78512
2020-09-02,69921
2020-09-03,78357
2020-09-04,83883
2020-09-05,83341
2020-09-06,86432
2020-09-07,90632
2020-09-08,90802
2020-09-09,75809
2020-09-10,89706
2020-09-11,95735
2020-09-12,96551
2020-09-13,97570
2020-09-14,94372
2020-09-15,92071
2020-09-16,83809
2020-09-17,90123
2020-09-18,97894
2020-09-19,96424
2020-09-20,93337
2020-09-21,92605
2020-09-22,86961
2020-09-23,75083
2020-09-24,83347
2020-09-25,86508
2020-09-26,86052
2020-09-27,85362
2020-09-28,88600
2020-09-29,82170
2020-09-30,70589
2020-10-01,80472
2020-10-02,86821
2020-10-03,81484
2020-10-04,79476
2020-10-05,75829
2020-10-06,74442
2020-10-07,61267
2020-10-08,72049
2020-10-09,78524
2020-10-10,70496
2020-10-11,73272
2020-10-12,74383
2020-10-13,66732
2020-10-14,55342
2020-10-15,63509
2020-10-16,67708
2020-10-17,63371
2020-10-18,62212
2020-10-19,61871
2020-10-20,55722
2020-10-21,46790
2020-10-22,54044
2020-10-23,55839
2020-10-24,54366
2020-10-25,53370
2020-10-26,50129
2020-10-27,45148
2020-10-28,36470
2020-10-29,43893
2020-10-30,49881
2020-10-31,48648
2020-11-01,48268
2020-11-02,46963
2020-11-03,45231
2020-11-04,38310
2020-11-05,46253
2020-11-06,50210
2020-11-07,47638
2020-11-08,50356
2020-11-09,45674
2020-11-10,45903
2020-11-11,38073
2020-11-12,44281
2020-11-13,47905
2020-11-14,44879
2020-11-15,44684
2020-11-16,41100
2020-11-17,30548
2020-11-18,29163
2020-11-19,38617
2020-11-20,45576
2020-11-21,45882
2020-11-22,46232
2020-11-23,45209
2020-11-24,44059
2020-11-25,37975
2020-11-26,44376
2020-11-27,44489
2020-11-28,43082
2020-11-29,41322
2020-11-30,41810
2020-12-01,38772
2020-12-02,31118
2020-12-03,36604
2020-12-04,35551
2020-12-05,36595
2020-12-06,36652
2020-12-07,36011
2020-12-08,32981
2020-12-09,26567
2020-12-10,32080
2020-12-11,31521
2020-12-12,29398
2020-12-13,30006
2020-12-14,30254
2020-12-15,27071
2020-12-16,22065
2020-12-17,26382
2020-12-18,24010
2020-12-19,22890
2020-12-20,25152
2020-12-21,26624
2020-12-22,24337
2020-12-23,19556
2020-12-24,23950
2020-12-25,24712
2020-12-26,23067
2020-12-27,22273
2020-12-28,18732
2020-12-29,20021
2020-12-30,16432
2020-12-31,20549
2021-01-01,21822
2021-01-02,20035
2021-01-03,19079
2021-01-04,18177
2021-01-05,16504
2021-01-06,16375
2021-01-07,18088
2021-01-08,20346
2021-01-09,18139
2021-01-10,18222
2021-01-11,18645
2021-01-12,16311
2021-01-13,12584
2021-01-14,15968
2021-01-15,16946
2021-01-16,15590
2021-01-17,15158
2021-01-18,15144
2021-01-19,13788
2021-01-20,10064
2021-01-21,13823
2021-01-22,15223
2021-01-23,14545
2021-01-24,14256
2021-01-25,14849
2021-01-26,13203
2021-01-27,9102
2021-01-28,12689
2021-01-29,11666
2021-01-30,18855
2021-01-31,13083
2021-02-01,13052
2021-02-02,11427
2021-02-03,8635
2021-02-04,11039
2021-02-05,12899
2021-02-06,12408
2021-02-07,11713
2021-02-08,12059
2021-02-09,11831
2021-02-10,9110
2021-02-11,11067
2021-02-12,12923
2021-02-13,9309
2021-02-14,12143
2021-02-15,12194
2021-02-16,11649
2021-02-17,9121
2021-02-18,11610
2021-02-19,12881
2021-02-20,13193
2021-02-21,13993
2021-02-22,14264
2021-02-23,14199
2021-02-24,10584
2021-02-25,13742
2021-02-26,16738
2021-02-27,16577
2021-02-28,16488
2021-03-01,16752
2021-03-02,15510
2021-03-03,12286
2021-03-04,14989
2021-03-05,17407
2021-03-06,16838
2021-03-07,18327
2021-03-08,18711
2021-03-09,18599
2021-03-10,15388
2021-03-11,17921
2021-03-12,22854
2021-03-13,23285
2021-03-14,24882
2021-03-15,25320
2021-03-16,26291
2021-03-17,24492
2021-03-18,28903
2021-03-19,35871
2021-03-20,39726
2021-03-21,40953
2021-03-22,43846
2021-03-23,46951
2021-03-24,40715
2021-03-25,47262
2021-03-26,53476
2021-03-27,59118
2021-03-28,62258
2021-03-29,62714
2021-03-30,68020
2021-03-31,56211
2021-04-01,53480
2021-04-02,72330
2021-04-03,81466
2021-04-04,89129
2021-04-05,93249
2021-04-06,103558
2021-04-07,96982
2021-04-08,115736
2021-04-09,126789
2021-04-10,131968
2021-04-11,145384
2021-04-12,152879
2021-04-13,168912
2021-04-14,161736
2021-04-15,184372
2021-04-16,200739
2021-04-17,217353
2021-04-18,234692
2021-04-19,261500
2021-04-20,273810
2021-04-21,259170
2021-04-22,295041
2021-04-23,314835
2021-04-24,332730
2021-04-25,346786
2021-04-26,349691
2021-04-27,352991
2021-04-28,323144
2021-04-29,360960
2021-04-30,379257
2021-05-01,386452
2021-05-02,401993
2021-05-03,392488
2021-05-04,368147
2021-05-05,357229
2021-05-06,382315
2021-05-07,412262
2021-05-08,414188
2021-05-09,401078
2021-05-10,403738
2021-05-11,366161
2021-05-12,329942
2021-05-13,348421
2021-05-14,362727
2021-05-15,343144
2021-05-16,326098
2021-05-17,311170
2021-05-18,281386
2021-05-19,263533
2021-05-20,267334
2021-05-21,276110
2021-05-22,259551
2021-05-23,257299
2021-05-24,240842
2021-05-25,222315
2021-05-26,196427
2021-05-27,208921
2021-05-28,211298
2021-05-29,186364
2021-05-30,173790
2021-05-31,165553
2021-06-01,152734
2021-06-02,127510
2021-06-03,132788
2021-06-04,134154
2021-06-05,132364
2021-06-06,120529
2021-06-07,114460
2021-06-08,100636
2021-06-09,86498
2021-06-10,92596
2021-06-11,94052
2021-06-12,91702
2021-06-13,84332
2021-06-14,80834
2021-06-15,70421
2021-06-16,60471
2021-06-17,62224
2021-06-18,67208
2021-06-19,62480
2021-06-20,60753
2021-06-21,58419
2021-06-22,53256
2021-06-23,42640
2021-06-24,50848
2021-06-25,54069
2021-06-26,51667
2021-06-27,48698
2021-06-28,50040
2021-06-29,46148
2021-06-30,37566
2021-07-01,45951
2021-07-02,48786
2021-07-03,46617
2021-07-04,44111
2021-07-05,43071
2021-07-06,39796
2021-07-07,34703
2021-07-08,43733
2021-07-09,45892
2021-07-10,43393
2021-07-11,42766
2021-07-12,41506
2021-07-13,37154
2021-07-14,32906
2021-07-15,38792
2021-07-16,41806
2021-07-17,38949
2021-07-18,38079
2021-07-19,41157
2021-07-20,38164
2021-07-21,30093
2021-07-22,42015
2021-07-23,41383
2021-07-24,35342
2021-07-25,39097
2021-07-26,39742
2021-07-27,39361
2021-07-28,29689
2021-07-29,43654
2021-07-30,43509
2021-07-31,44230
2021-08-01,41649
2021-08-02,41831
2021-08-03,40134
2021-08-04,30549
2021-08-05,42625
2021-08-06,42982
2021-08-07,44643
2021-08-08,38628
2021-08-09,39070
2021-08-10,35499
2021-08-11,28204
2021-08-12,38353
2021-08-13,41195
2021-08-14,40120
2021-08-15,38667
2021-08-16,36083
2021-08-17,32937
2021-08-18,25166
2021-08-19,35178
2021-08-20,36401
2021-08-21,36571
2021-08-22,34457
2021-08-23,30948
2021-08-24,25072
2021-08-25,25467
2021-08-26,37593
2021-08-27,46164
2021-08-28,44658
2021-08-29,46759
2021-08-30,45083
2021-08-31,42909
2021-09-01,30941
2021-09-02,41965
2021-09-03,47092
2021-09-04,45352
2021-09-05,42618
2021-09-06,42766
2021-09-07,38948
2021-09-08,31222
2021-09-09,37875
2021-09-10,43263
2021-09-11,34973
2021-09-12,33376
2021-09-13,28591
2021-09-14,27254
2021-09-15,25404
2021-09-16,27176
2021-09-17,30570
2021-09-18,34403
2021-09-19,35662
2021-09-20,30773
2021-09-21,30256
2021-09-22,26115
2021-09-23,26964
2021-09-24,31923
2021-09-25,31382
2021-09-26,29616
2021-09-27,28326
2021-09-28,26041
2021-09-29,18795
2021-09-30,18870
2021-10-01,23529
2021-10-02,26727
2021-10-03,24354
2021-10-04,22842
2021-10-05,20799
2021-10-06,18346
2021-10-07,18833
2021-10-08,22431
2021-10-09,21257
2021-10-10,19740
2021-10-11,18166
2021-10-12,18132
2021-10-13,14313
2021-10-14,15823
2021-10-15,18987
2021-10-16,16862
2021-10-17,15981
2021-10-18,14146
2021-10-19,13596
2021-10-20,13058
2021-10-21,14623
2021-10-22,18454
2021-10-23,15786
2021-10-24,16326
2021-10-25,15906
2021-10-26,14306
2021-10-27,12428
2021-10-28,13451
2021-10-29,16156
2021-10-30,14348
2021-10-31,14313
2021-11-01,12830
2021-11-02,12514
2021-11-03,10423
2021-11-04,11903
2021-11-05,12885
2021-11-06,12729
2021-11-07,10929
2021-11-08,10853
2021-11-09,11451
2021-11-10,10126
2021-11-11,11466
2021-11-12,13091
2021-11-13,12516
2021-11-14,11850
2021-11-15,11271
2021-11-16,10229
2021-11-17,8865
2021-11-18,10197
2021-11-19,11919
2021-11-20,11106
2021-11-21,10302
2021-11-22,10488
2021-11-23,8488
2021-11-24,7579
2021-11-25,9283
2021-11-26,9119
2021-11-27,10549
2021-11-28,8318
2021-11-29,8774
2021-11-30,8309
2021-12-01,6990
2021-12-02,8954
2021-12-03,9765
2021-12-04,9216
2021-12-05,8603
2021-12-06,8895
2021-12-07,8306
2021-12-08,6822
2021-12-09,8439
2021-12-10,9419
2021-12-11,8503
2021-12-12,7992
2021-12-13,7774
2021-12-14,7350
2021-12-15,5784
2021-12-16,6984
2021-12-17,7974
2021-12-18,7447
2021-12-19,7145
2021-12-20,7081
2021-12-21,6563
2021-12-22,5326
2021-12-23,6317
2021-12-24,7495
2021-12-25,6650
2021-12-26,7189
2021-12-27,6987
2021-12-28,6531
2021-12-29,6358
2021-12-30,9195
2021-12-31,13154
2022-01-01,16764
2022-01-02,22775
2022-01-03,27553
2022-01-04,33750
2022-01-05,37379
2022-01-06,58097
2022-01-07,90928
2022-01-08,117100
2022-01-09,141986
2022-01-10,159632
2022-01-11,179723
2022-01-12,168063
2022-01-13,194720
2022-01-14,247417
2022-01-15,264202
2022-01-16,268833
2022-01-17,271202
2022-01-18,258089
2022-01-19,238018
2022-01-20,282970
2022-01-21,317532
2022-01-22,347254
2022-01-23,337704
2022-01-24,333533
2022-01-25,306064
2022-01-26,255874
2022-01-27,285914
2022-01-28,286384
2022-01-29,251209
2022-01-30,235532
2022-01-31,234281
2022-02-01,209918
2022-02-02,167059
2022-02-03,161386
2022-02-04,172433
2022-02-05,149394
2022-02-06,127952
2022-02-07,107474
2022-02-08,83876
2022-02-09,67597
2022-02-10,71365
2022-02-11,67084
2022-02-12,58077
2022-02-13,50407
2022-02-14,44877
2022-02-15,34113
2022-02-16,27409
2022-02-17,30615
2022-02-18,30757
2022-02-19,25920
2022-02-20,22270
2022-02-21,19968
2022-02-22,16051
2022-02-23,13405
2022-02-24,15102
2022-02-25,14148
2022-02-26,13166
2022-02-27,11499
2022-02-28,10273
2022-03-01,8013
2022-03-02,6915
2022-03-03,7554
2022-03-04,6561
2022-03-05,6396
2022-03-06,5921
2022-03-07,5476
2022-03-08,4362
2022-03-09,3993
2022-03-10,4575
2022-03-11,4184
2022-03-12,4194
2022-03-13,3614
2022-03-14,3116
2022-03-15,2503
2022-03-16,2568
2022-03-17,2876
2022-03-18,2539
2022-03-19,2528
2022-03-20,2075
2022-03-21,1761
2022-03-22,1549
2022-03-23,1581
2022-03-24,1778
2022-03-25,1938
2022-03-26,1685
2022-03-27,1660
2022-03-28,1421
2022-03-29,1270
2022-03-30,1259
2022-03-31,1233
2022-04-01,1225
2022-04-02,1335
2022-04-03,1260
2022-04-04,1096
2022-04-05,913
2022-04-06,795
2022-04-07,1086
2022-04-08,1033
2022-04-09,1109
2022-04-10,1150
2022-04-11,1054
2022-04-12,861
2022-04-13,796
2022-04-14,1088
2022-04-15,1007
2022-04-16,949
2022-04-17,975
2022-04-18,1150
2022-04-19,2183
2022-04-20,1247
2022-04-21,2067
2022-04-22,2380
2022-04-23,2451
2022-04-24,2527
2022-04-25,2593
2022-04-26,2541
2022-04-27,2483
2022-04-28,2927
2022-04-29,3303
2022-04-30,3377
2022-05-01,3688
2022-05-02,3324
2022-05-03,3157
2022-05-04,2568
2022-05-05,3205
2022-05-06,3275
2022-05-07,3545
2022-05-08,3805
2022-05-09,3451
2022-05-10,3207
2022-05-11,2288
2022-05-12,2897
2022-05-13,2827
2022-05-14,2841
2022-05-15,2858
2022-05-16,2487
2022-05-17,2202
2022-05-18,1569
2022-05-19,1829
2022-05-20,2364
2022-05-21,2259
2022-05-22,2323
2022-05-23,2226
2022-05-24,2022
2022-05-25,1675
2022-05-26,2124
2022-05-27,2628
2022-05-28,2710
2022-05-29,2685
2022-05-30,2828
2022-05-31,2706
2022-06-01,2338
2022-06-02,2745
2022-06-03,3712
2022-06-04,4041
2022-06-05,3962
2022-06-06,4270
2022-06-07,4518
2022-06-08,3714
2022-06-09,5233
2022-06-10,7240
2022-06-11,7584
2022-06-12,8329
2022-06-13,8582
2022-06-14,8084
2022-06-15,6594
2022-06-16,8822
2022-06-17,12213
2022-06-18,12847
2022-06-19,13216
2022-06-20,12899
2022-06-21,12781
2022-06-22,9923
2022-06-23,12249
2022-06-24,13313
2022-06-25,17336
2022-06-26,15940
2022-06-27,11739
2022-06-28,17073
2022-06-29,11793
2022-06-30,14506
2022-07-01,18819
2022-07-02,17070
2022-07-03,17092
2022-07-04,16103
2022-07-05,16135
2022-07-06,13086
2022-07-07,16159
2022-07-08,18930
2022-07-09,18815
2022-07-10,18840
2022-07-11,18257
2022-07-12,16678
2022-07-13,13615
2022-07-14,16906
2022-07-15,20139
2022-07-16,20038
2022-07-17,20044
2022-07-18,20528
2022-07-19,16935
2022-07-20,15528
2022-07-21,20557
2022-07-22,21566
2022-07-23,21880
2022-07-24,21411
2022-07-25,20279
2022-07-26,16866
2022-07-27,14830
2022-07-28,18313
2022-07-29,20557
2022-07-30,20409
2022-07-31,20408
2022-08-01,19673
2022-08-02,16464
2022-08-03,13734
2022-08-04,17135
2022-08-05,19893
2022-08-06,20551
2022-08-07,19406
2022-08-08,18738
2022-08-09,16167
2022-08-10,12751
2022-08-11,16047
2022-08-12,16299
2022-08-13,16561
2022-08-14,15815
2022-08-15,14092
2022-08-16,14917
2022-08-17,8813
2022-08-18,9062
2022-08-19,12608
2022-08-20,15754
2022-08-21,13272
2022-08-22,11539
2022-08-23,9531
2022-08-24,8586
2022-08-25,10649
2022-08-26,10725
2022-08-27,10256
2022-08-28,9520
2022-08-29,9436
2022-08-30,7591
2022-08-31,5439
2022-09-01,7231
2022-09-02,7946
2022-09-03,6168
2022-09-04,7211
2022-09-05,6817
2022-09-06,5910
2022-09-07,4417
2022-09-08,5379
2022-09-09,6395
2022-09-10,6093
2022-09-11,5554
2022-09-12,5076
2022-09-13,5221
2022-09-14,4369
2022-09-15,5108
2022-09-16,6422
2022-09-17,6298
2022-09-18,5747
2022-09-19,5664
2022-09-20,4858
2022-09-21,4043
2022-09-22,4510
2022-09-23,5443
2022-09-24,5383
2022-09-25,4912
2022-09-26,4777
2022-09-27,4129
2022-09-28,3230
2022-09-29,3615
2022-09-30,4272
2022-10-01,3947
2022-10-02,3805
2022-10-03,3375
2022-10-04,3011
2022-10-05,1968
2022-10-06,2468
2022-10-07,2529
2022-10-08,1997
2022-10-09,2797
2022-10-10,2756
2022-10-11,2424
2022-10-12,1957
2022-10-13,2139
2022-10-14,2786
2022-10-15,2678
2022-10-16,2430
2022-10-17,2401
2022-10-18,2060
2022-10-19,1542
2022-10-20,1946
2022-10-21,2141
2022-10-22,2119
2022-10-23,2112
2022-10-24,1994
2022-10-25,1334
2022-10-26,862
2022-10-27,830
2022-10-28,1112
2022-10-29,2208
2022-10-30,1574
2022-10-31,1604
2022-11-01,1326
2022-11-02,1046
2022-11-03,1190
2022-11-04,1321
2022-11-05,1216
2022-11-06,1082
2022-11-07,1132
2022-11-08,937
2022-11-09,625
2022-11-10,811
2022-11-11,1016
2022-11-12,842
2022-11-13,833
2022-11-14,734
2022-11-15,547
2022-11-16,-749
2022-11-17,501
2022-11-18,635
2022-11-19,656
2022-11-20,556
2022-11-21,492
2022-11-22,406
2022-11-23,294
2022-11-24,360
2022-11-25,408
2022-11-26,347
2022-11-27,389
2022-11-28,343
2022-11-29,291
2022-11-30,215
2022-12-01,279
2022-12-02,291
2022-12-03,275
2022-12-04,253
2022-12-05,226
2022-12-06,226
2022-12-07,165
2022-12-08,166
2022-12-09,241
2022-12-10,249
2022-12-11,210
2022-12-12,173
2022-12-13,159
2022-12-14,114
2022-12-15,152
2022-12-16,200
2022-12-17,162
2022-12-18,167
2022-12-19,176
2022-12-20,135
2022-12-21,112
2022-12-22,131
2022-12-23,185
2022-12-24,163
2022-12-25,201
2022-12-26,227
2022-12-27,196
2022-12-28,157
2022-12-29,188
2022-12-30,268
2022-12-31,243
2023-01-01,226
2023-01-02,265
2023-01-03,173
2023-01-04,134
2023-01-05,175
2023-01-06,188
2023-01-07,228
2023-01-08,214
2023-01-09,163
2023-01-10,170
2023-01-11,121
2023-01-12,171
2023-01-13,197
2023-01-14,174
2023-01-15,179
2023-01-16,104
2023-01-17,114
2023-01-18,79
2023-01-19,138
2023-01-20,134
2023-01-21,145
2023-01-22,131
2023-01-23,140
2023-01-24,94
2023-01-25,89
2023-01-26,102
2023-01-27,132
2023-01-28,99
2023-01-29,93
2023-01-30,109
2023-01-31,80
2023-02-01,65
2023-02-02,111
2023-02-03,128
2023-02-04,99
2023-02-05,128
2023-02-06,113
2023-02-07,91
2023-02-08,89
2023-02-09,96
2023-02-10,109
2023-02-11,114
2023-02-12,132
2023-02-13,124
2023-02-14,79
2023-02-15,77
2023-02-16,102
2023-02-17,126
2023-02-18,156
2023-02-19,117
2023-02-20,142
2023-02-21,120
2023-02-22,95
2023-02-23,125
2023-02-24,193
2023-02-25,169
2023-02-26,180
2023-02-27,218
2023-02-28,185
2023-03-01,169
2023-03-02,240
2023-03-03,268
2023-03-04,283
2023-03-05,334
2023-03-06,324
2023-03-07,281
2023-03-08,266
2023-03-09,326
2023-03-10,379
2023-03-11,440
2023-03-12,456
2023-03-13,524
2023-03-14,444
2023-03-15,402
2023-03-16,618
2023-03-17,754
2023-03-18,796
2023-03-19,843
2023-03-20,1071
2023-03-21,918
2023-03-22,646
2023-03-23,1134
2023-03-24,1300
2023-03-25,1249
2023-03-26,1590
2023-03-27,1890
2023-03-28,1805
2023-03-29,1573
2023-03-30,2151
2023-03-31,3016
2023-04-01,3094
2023-04-02,2995
2023-04-03,3824
2023-04-04,3641
2023-04-05,3038
2023-04-06,4435
2023-04-07,5335
2023-04-08,6050
2023-04-09,6155
2023-04-10,5357
2023-04-11,5880
2023-04-12,5676
2023-04-13,7830
2023-04-14,10158
2023-04-15,11109
2023-04-16,10753
2023-04-17,10093
2023-04-18,9111
2023-04-19,7633
2023-04-20,10542
2023-04-21,12591
2023-04-22,11692
2023-04-23,12193
2023-04-24,10112
2023-04-25,6904
2023-04-26,6934
2023-04-27,9629
2023-04-28,9355
2023-04-29,7533
2023-04-30,7171
2023-05-01,5874
2023-05-02,4282
2023-05-03,3325
2023-05-04,3720
2023-05-05,3962
2023-05-06,3611
2023-05-07,2961
2023-05-08,2380
2023-05-09,1839
2023-05-10,1331
2023-05-11,2109
2023-05-12,1690
2023-05-13,1580
2023-05-14,1223
2023-05-15,1272
2023-05-16,801
2023-05-17,656
2023-05-18,1021
2023-05-19,906
2023-05-20,865
2023-05-21,782
2023-05-22,756
2023-05-23,473
2023-05-24,405
2023-05-25,552
2023-05-26,535
2023-05-27,490
2023-05-28,425
2023-05-29,403
2023-05-30,310
2023-05-31,224
2023-06-01,310
2023-06-02,288
2023-06-03,267
2023-06-04,237
2023-06-05,202
2023-06-06,174
2023-06-07,124
2023-06-08,214
2023-06-09,199
2023-06-10,169
2023-06-11,186
2023-06-12,140
2023-06-13,92
2023-06-14,80
2023-06-15,120
2023-06-16,106
2023-06-17,96
2023-06-18,108
2023-06-19,90
2023-06-20,63
2023-06-21,36
2023-06-22,92
2023-06-23,95
2023-06-24,51
2023-06-25,55
2023-06-26,80
2023-06-27,47
2023-06-28,33
2023-06-29,65
2023-06-30,47
2023-07-01,44
2023-07-02,40
2023-07-03,53
2023-07-04,44
2023-07-05,26
2023-07-06,56
2023-07-07,42
2023-07-08,45
2023-07-09,49
2023-07-10,32
2023-07-11,24
2023-07-12,20
2023-07-13,46
2023-07-14,48
2023-07-15,52
2023-07-16,54
2023-07-17,59
2023-07-18,43
2023-07-19,34
2023-07-20,49
2023-07-21,51
2023-07-22,109
2023-07-23,60
2023-07-24,40
2023-07-25,47
2023-07-26,21
2023-07-27,60
2023-07-28,42
2023-07-29,52
2023-07-30,50
2023-07-31,52
2023-08-01,41
2023-08-02,36
2023-08-03,60
2023-08-04,77
2023-08-05,54
2023-08-06,77
2023-08-07,47
2023-08-08,54
2023-08-09,25
2023-08-10,53
2023-08-11,39
2023-08-12,47
2023-08-13,38
2023-08-14,38
2023-08-15,39
2023-08-16,22
2023-08-17,58
2023-08-18,33
2023-08-19,50
2023-08-20,72
2023-08-21,51
2023-08-22,54
2023-08-23,23
2023-08-24,56
2023-08-25,54
2023-08-26,73
2023-08-27,60
2023-08-28,44
2023-08-29,70
2023-08-30,23
2023-08-31,61
2023-09-01,50
2023-09-02,49
2023-09-03,50
2023-09-04,60
2023-09-05,46
2023-09-06,28
2023-09-07,66
2023-09-08,71
2023-09-09,46
2023-09-10,59
2023-09-11,68
2023-09-12,70
2023-09-13,40
2023-09-14,97
2023-09-15,58
2023-09-16,60
2023-09-17,72
2023-09-18,55
2023-09-19,55
2023-09-20,26
2023-09-21,51
2023-09-22,44
2023-09-23,55
2023-09-24,70
2023-09-25,62
2023-09-26,40
2023-09-27,38
2023-09-28,47
2023-09-29,51
2023-09-30,40
2023-10-01,41
2023-10-02,56
2023-10-03,36
2023-10-04,42
2023-10-05,38
2023-10-06,250
2023-10-07,39
2023-10-08,42
2023-10-09,43
2023-10-10,38
2023-10-11,26
2023-10-12,46
2023-10-13,35
2023-10-14,37
2023-10-15,51
2023-10-16,27
2023-10-17,33
2023-10-18,21
2023-10-19,38
2023-10-20,48
2023-10-21,37
2023-10-22,1275
2023-10-23,12
2023-10-24,0
2023-10-25,0
2023-10-26,0
