date,value
2012-08-25,1702
2012-08-26,1828
2012-08-27,4590
2012-08-28,5044
2012-08-29,5007
2012-08-30,4608
2012-08-31,3628
2012-09-01,1502
2012-09-02,1532
2012-09-03,4067
2012-09-04,5049
2012-09-05,5019
2012-09-06,5250
2012-09-07,4294
2012-09-08,1786
2012-09-09,2053
2012-09-10,5357
2012-09-11,5533
2012-09-12,5402
2012-09-13,5117
2012-09-14,4409
2012-09-15,1753
2012-09-16,2055
2012-09-17,5111
2012-09-18,5469
2012-09-19,5103
2012-09-20,4987
2012-09-21,4164
2012-09-22,1902
2012-09-23,2019
2012-09-24,5306
2012-09-25,5352
2012-09-26,5401
2012-09-27,5566
2012-09-28,4256
2012-09-29,1817
2012-09-30,1859
2012-10-01,5072
2012-10-02,5111
2012-10-03,5567
2012-10-04,5236
2012-10-05,4356
2012-10-06,1865
2012-10-07,1843
2012-10-08,5026
2012-10-09,5755
2012-10-10,5587
2012-10-11,5312
2012-10-12,4106
2012-10-13,1756
2012-10-14,2098
2012-10-15,5217
2012-10-16,5941
2012-10-17,5502
2012-10-18,5347
2012-10-19,4332
2012-10-20,1762
2012-10-21,1926
2012-10-22,5338
2012-10-23,5322
2012-10-24,5085
2012-10-25,4978
2012-10-26,4233
2012-10-27,1796
2012-10-28,1893
2012-10-29,5092
2012-10-30,5101
2012-10-31,5008
2012-11-01,4521
2012-11-02,4140
2012-11-03,1716
2012-11-04,2028
2012-11-05,5173
2012-11-06,5244
2012-11-07,5356
2012-11-08,5311
2012-11-09,4355
2012-11-10,1755
2012-11-11,2047
2012-11-12,4642
2012-11-13,4844
2012-11-14,4914
2012-11-15,4846
2012-11-16,4193
2012-11-17,1733
2012-11-18,2034
2012-11-19,5144
2012-11-20,5347
2012-11-21,4818
2012-11-22,4071
2012-11-23,3637
2012-11-24,1748
2012-11-25,1953
2012-11-26,5410
2012-11-27,5576
2012-11-28,5213
2012-11-29,4859
2012-11-30,4113
2012-12-01,1783
2012-12-02,2049
2012-12-03,5216
2012-12-04,5448
2012-12-05,5448
2012-12-06,5438
2012-12-07,4335
2012-12-08,1885
2012-12-09,2130
2012-12-10,5191
2012-12-11,5356
2012-12-12,5252
2012-12-13,5022
2012-12-14,4214
2012-12-15,1840
2012-12-16,1933
2012-12-17,4909
2012-12-18,5093
2012-12-19,4333
2012-12-20,3850
2012-12-21,2861
2012-12-22,1349
2012-12-23,1262
2012-12-24,1909
2012-12-25,1422
2012-12-26,2510
2012-12-27,2994
2012-12-28,2702
2012-12-29,1376
2012-12-30,1288
2012-12-31,1950
2013-01-01,2592
2013-01-02,4022
2013-01-03,4590
2013-01-04,4223
2013-01-05,1753
2013-01-06,1878
2013-01-07,5279
2013-01-08,5499
2013-01-09,5772
2013-01-10,5584
2013-01-11,4608
2013-01-12,2023
2013-01-13,2538
2013-01-14,5998
2013-01-15,6329
2013-01-16,6507
2013-01-17,6994
2013-01-18,5727
2013-01-19,2302
2013-01-20,2519
2013-01-21,6026
2013-01-22,6976
2013-01-23,7068
2013-01-24,6928
2013-01-25,5364
2013-01-26,2188
2013-01-27,2599
2013-01-28,6678
2013-01-29,6826
2013-01-30,6580
2013-01-31,6131
2013-02-01,5560
2013-02-02,2502
2013-02-03,2750
2013-02-04,6551
2013-02-05,6697
2013-02-06,6754
2013-02-07,5883
2013-02-08,5228
2013-02-09,2030
2013-02-10,2248
2013-02-11,6367
2013-02-12,6686
2013-02-13,6468
2013-02-14,6048
2013-02-15,5152
2013-02-16,2202
2013-02-17,2242
2013-02-18,5877
2013-02-19,6521
2013-02-20,6291
2013-02-21,6004
2013-02-22,5106
2013-02-23,2002
2013-02-24,2306
2013-02-25,6234
2013-02-26,6707
2013-02-27,6727
2013-02-28,6164
2013-03-01,5146
2013-03-02,2219
2013-03-03,2621
2013-03-04,6324
2013-03-05,6833
2013-03-06,6809
2013-03-07,6181
2013-03-08,5196
2013-03-09,2119
2013-03-10,2479
2013-03-11,6510
2013-03-12,6469
2013-03-13,6643
2013-03-14,6582
2013-03-15,5178
2013-03-16,2188
2013-03-17,2490
2013-03-18,6029
2013-03-19,6434
2013-03-20,6439
2013-03-21,6667
2013-03-22,5330
2013-03-23,2376
2013-03-24,2512
2013-03-25,6721
2013-03-26,6521
2013-03-27,5848
2013-03-28,5177
2013-03-29,3466
2013-03-30,1847
2013-03-31,1899
2013-04-01,4521
2013-04-02,6126
2013-04-03,5942
2013-04-04,5927
2013-04-05,5140
2013-04-06,2034
2013-04-07,2443
2013-04-08,6156
2013-04-09,6071
2013-04-10,6207
2013-04-11,5798
2013-04-12,4983
2013-04-13,1993
2013-04-14,2222
2013-04-15,6140
2013-04-16,6357
2013-04-17,6487
2013-04-18,6365
2013-04-19,5114
2013-04-20,2263
2013-04-21,2361
2013-04-22,6249
2013-04-23,6449
2013-04-24,6415
2013-04-25,5737
2013-04-26,5018
2013-04-27,2178
2013-04-28,2266
2013-04-29,6357
2013-04-30,5909
2013-05-01,4829
2013-05-02,5544
2013-05-03,4678
2013-05-04,1971
2013-05-05,2030
2013-05-06,5740
2013-05-07,6459
2013-05-08,6268
2013-05-09,5470
2013-05-10,5086
2013-05-11,2130
2013-05-12,2226
2013-05-13,5972
2013-05-14,6335
2013-05-15,6373
2013-05-16,6343
2013-05-17,4709
2013-05-18,1779
2013-05-19,1986
2013-05-20,5262
2013-05-21,6633
2013-05-22,6632
2013-05-23,6453
2013-05-24,5008
2013-05-25,1928
2013-05-26,2169
2013-05-27,5027
2013-05-28,6531
2013-05-29,6631
2013-05-30,6039
2013-05-31,5530
2013-06-01,2009
2013-06-02,2228
2013-06-03,5856
2013-06-04,5939
2013-06-05,5851
2013-06-06,5204
2013-06-07,4578
2013-06-08,1740
2013-06-09,2032
2013-06-10,5414
2013-06-11,5636
2013-06-12,5592
2013-06-13,5308
2013-06-14,4467
2013-06-15,1701
2013-06-16,2119
2013-06-17,5753
2013-06-18,5944
2013-06-19,5701
2013-06-20,5190
2013-06-21,4453
2013-06-22,1789
2013-06-23,2077
2013-06-24,5493
2013-06-25,5674
2013-06-26,5559
2013-06-27,5252
2013-06-28,4226
2013-06-29,1737
2013-06-30,1731
2013-07-01,5025
2013-07-02,5292
2013-07-03,5266
2013-07-04,4330
2013-07-05,3763
2013-07-06,1522
2013-07-07,1724
2013-07-08,5070
2013-07-09,5243
2013-07-10,5313
2013-07-11,5085
2013-07-12,4292
2013-07-13,1481
2013-07-14,1767
2013-07-15,5089
2013-07-16,5208
2013-07-17,5301
2013-07-18,5147
2013-07-19,4084
2013-07-20,1646
2013-07-21,1775
2013-07-22,5078
2013-07-23,4338
2013-07-24,1712
2013-07-25,4481
2013-07-26,3708
2013-07-27,1547
2013-07-28,1656
2013-07-29,4481
2013-07-30,4891
2013-07-31,4611
2013-08-01,4414
2013-08-02,3735
2013-08-03,1434
2013-08-04,1590
2013-08-05,4380
2013-08-06,4632
2013-08-07,4473
2013-08-08,4092
2013-08-09,3365
2013-08-10,1328
2013-08-11,1570
2013-08-12,4247
2013-08-13,4645
2013-08-14,4437
2013-08-15,3842
2013-08-16,3587
2013-08-17,1411
2013-08-18,1612
2013-08-19,4455
2013-08-20,4171
2013-08-21,4478
2013-08-22,4269
2013-08-23,3681
2013-08-24,1497
2013-08-25,1597
2013-08-26,4528
2013-08-27,4428
2013-08-28,4378
2013-08-29,4266
2013-08-30,3477
2013-08-31,1373
2013-09-01,1510
2013-09-02,3405
2013-09-03,4253
2013-09-04,4710
2013-09-05,4400
2013-09-06,3589
2013-09-07,1372
2013-09-08,1585
2013-09-09,4039
2013-09-10,4406
2013-09-11,4687
2013-09-12,4455
2013-09-13,4024
2013-09-14,1639
2013-09-15,1690
2013-09-16,4486
2013-09-17,4796
2013-09-18,4546
2013-09-19,4428
2013-09-20,3733
2013-09-21,1548
2013-09-22,1651
2013-09-23,4289
2013-09-24,4487
2013-09-25,4553
2013-09-26,4202
2013-09-27,3728
2013-09-28,1371
2013-09-29,1481
2013-09-30,4099
2013-10-01,4170
2013-10-02,4092
2013-10-03,4157
2013-10-04,3593
2013-10-05,1392
2013-10-06,1649
2013-10-07,4235
2013-10-08,4645
2013-10-09,4645
2013-10-10,4188
2013-10-11,3416
2013-10-12,1355
2013-10-13,1464
2013-10-14,3939
2013-10-15,4117
2013-10-16,4243
2013-10-17,4070
2013-10-18,3561
2013-10-19,1603
2013-10-20,1551
2013-10-21,4297
2013-10-22,4607
2013-10-23,4642
2013-10-24,3697
2013-10-25,1602
2013-10-26,1616
2013-10-27,4176
2013-10-28,4300
2013-10-29,4172
2013-10-30,3704
2013-10-31,2954
2013-11-01,1208
2013-11-02,1438
2013-11-03,3775
2013-11-04,4107
2013-11-05,4192
2013-11-06,4158
2013-11-07,3559
2013-11-08,1475
2013-11-09,1610
2013-11-10,4102
2013-11-11,4475
2013-11-12,4567
2013-11-13,4343
2013-11-14,3667
2013-11-15,1548
2013-11-16,1751
2013-11-17,4399
2013-11-18,4584
2013-11-19,4388
2013-11-20,4347
2013-11-21,3904
2013-11-22,1673
2013-11-23,1813
2013-11-24,4234
2013-11-25,4385
2013-11-26,4085
2013-11-27,3205
2013-11-28,3034
2013-11-29,1411
2013-11-30,1619
2013-12-01,4228
2013-12-02,4421
2013-12-03,4896
2013-12-04,4627
2013-12-05,3865
2013-12-06,1652
2013-12-07,1995
2013-12-08,4523
2013-12-09,4692
2013-12-10,4464
2013-12-11,4182
2013-12-12,3444
2013-12-13,1374
2013-12-14,1689
2013-12-15,5212
2013-12-16,5066
2013-12-17,4830
2013-12-18,4641
2013-12-19,3535
2013-12-20,1429
2013-12-21,1467
2013-12-22,3270
2013-12-23,2348
2013-12-24,1269
2013-12-25,2369
2013-12-26,2504
2013-12-27,1320
2013-12-28,1375
2013-12-29,3255
2013-12-30,2476
2013-12-31,1419
2014-01-01,3773
2014-01-02,3815
2014-01-03,1660
2014-01-04,1983
2014-01-05,0
2014-01-06,5617
2014-01-07,5920
2014-01-08,5872
2014-01-09,5060
2014-01-10,1912
2014-01-11,2023
2014-01-12,6201
2014-01-13,5920
2014-01-14,6197
2014-01-15,6301
2014-01-16,5133
2014-01-17,1989
2014-01-18,2329
2014-01-19,5691
2014-01-20,6443
2014-01-21,6464
2014-01-22,6313
2014-01-23,5707
2014-01-24,1980
2014-01-25,2246
2014-01-26,6204
2014-01-27,6202
2014-01-28,6502
2014-01-29,6170
2014-01-30,4828
2014-01-31,1865
2014-02-01,2309
2014-02-02,5940
2014-02-03,6219
2014-02-04,6364
2014-02-05,6557
2014-02-06,5068
2014-02-07,1855
2014-02-08,2180
2014-02-09,5370
2014-02-10,5650
2014-02-11,5344
2014-02-12,5207
2014-02-13,3901
2014-02-14,1631
2014-02-15,1964
2014-02-16,4820
2014-02-17,5311
2014-02-18,5196
2014-02-19,5193
2014-02-20,4165
2014-02-21,1750
2014-02-22,1856
2014-02-23,5147
2014-02-24,5421
2014-02-25,5286
2014-02-26,5028
2014-02-27,4051
2014-02-28,1592
2014-03-01,2015
2014-03-02,4692
