Dataset,Training Start,Training End,Forecast Horizon,Model,Temperature,Series Type,Prompt Type,Examples,Sampling Strategy,Format,sMAPE,MAE,RMSE,Financial Cost ($),CarbonTracker CO2 (g),CarbonTracker Energy Consumption (Wh),Eco2AI CO2 (g),Eco2AI Energy Consumption (Wh),Input Tokens,Output Tokens,Inference Time (s),Actual Values,Predicted Values,Prompt
Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,mistralai/mistral-medium-3.5-128b,0.7,numeric,zero_shot,0,,csv,39.91,150.21,232.32,0.066088,0.01992,0.193003,0.008609,0.076141,40254,761,21.20836877822876,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[0.0, 0.0, 0.0, 1475.0, 1185.0, 898.0, 664.0, 559.0, 909.0, 1007.0, 855.0, 817.0, 950.0, 1331.0, 1809.0, 1709.0, 1030.0, 694.0, 526.0, 458.0, 135.0, 33.0, 0.0, 0.0]","[OBJECTIVE]
Predict the next 24 values based on the historical series (1680 periods).

[STATISTICAL CONTEXT]
- Mean: 597.7958
- Median: 574.0
- Standard Deviation: 466.0001
- Minimum Value: 0
- Maximum Value: 2019
- First Quartile (Q1): 169.0
- Third Quartile (Q3): 876.0
- Trend Strength (STL): 0.7209
- Seasonality Strength (STL): 0.937

[INPUT]"
Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,mistralai/mistral-medium-3.5-128b,0.7,numeric,zero_shot,0,,csv,43.1,143.29,205.47,0.066673,0.017725,0.171736,0.007919,0.070034,40254,839,18.96859121322632,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[0.0, 33.0, 623.0, 1456.0, 1197.0, 895.0, 624.0, 537.0, 759.0, 908.0, 949.0, 881.0, 1004.0, 1208.0, 1822.0, 1696.0, 1016.0, 681.0, 530.0, 460.0, 450.0, 154.0, 25.0, 0.0]","[OBJECTIVE]
Predict the next 24 values based on the historical series (1680 periods).

[STATISTICAL CONTEXT]
- Mean: 597.7958
- Median: 574.0
- Standard Deviation: 466.0001
- Minimum Value: 0
- Maximum Value: 2019
- First Quartile (Q1): 169.0
- Third Quartile (Q3): 876.0
- Trend Strength (STL): 0.7209
- Seasonality Strength (STL): 0.937

[INPUT]"
Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,mistralai/mistral-medium-3.5-128b,0.7,numeric,zero_shot,0,,csv,24.87,113.71,170.46,0.066621,0.046521,0.450728,0.023263,0.205738,40254,832,50.20195531845093,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[0.0, 89.0, 681.0, 1611.0, 1302.0, 817.0, 645.0, 668.0, 763.0, 921.0, 880.0, 894.0, 1003.0, 1419.0, 1719.0, 1451.0, 1087.0, 693.0, 529.0, 483.0, 144.0, 51.0, 0.0, 0.0]","[OBJECTIVE]
Predict the next 24 values based on the historical series (1680 periods).

[STATISTICAL CONTEXT]
- Mean: 597.7958
- Median: 574.0
- Standard Deviation: 466.0001
- Minimum Value: 0
- Maximum Value: 2019
- First Quartile (Q1): 169.0
- Third Quartile (Q3): 876.0
- Trend Strength (STL): 0.7209
- Seasonality Strength (STL): 0.937

[INPUT]"
Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,mistralai/mistral-medium-3.5-128b,0.7,numeric,zero_shot,0,,csv,39.2,131.25,184.82,0.065834,0.053837,0.521611,0.026149,0.231263,40254,727,57.80299639701843,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[0.0, 91.0, 663.0, 1458.0, 1130.0, 818.0, 652.0, 453.0, 686.0, 869.0, 824.0, 837.0, 938.0, 1258.0, 1625.0, 1595.0, 986.0, 701.0, 569.0, 456.0, 376.0, 147.0, 27.0, 0.0]","[OBJECTIVE]
Predict the next 24 values based on the historical series (1680 periods).

[STATISTICAL CONTEXT]
- Mean: 597.7958
- Median: 574.0
- Standard Deviation: 466.0001
- Minimum Value: 0
- Maximum Value: 2019
- First Quartile (Q1): 169.0
- Third Quartile (Q3): 876.0
- Trend Strength (STL): 0.7209
- Seasonality Strength (STL): 0.937

[INPUT]"
Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,mistralai/mistral-medium-3.5-128b,0.7,numeric,zero_shot,0,,csv,22.89,113.88,174.01,0.065211,0.011161,0.108134,0.005205,0.046035,40254,644,12.068279027938845,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[0.0, 93.0, 733.0, 1503.0, 1224.0, 937.0, 708.0, 675.0, 935.0, 1081.0, 906.0, 809.0, 1014.0, 1231.0, 1716.0, 1539.0, 1049.0, 744.0, 584.0, 462.0, 138.0, 27.0, 0.0, 0.0]","[OBJECTIVE]
Predict the next 24 values based on the historical series (1680 periods).

[STATISTICAL CONTEXT]
- Mean: 597.7958
- Median: 574.0
- Standard Deviation: 466.0001
- Minimum Value: 0
- Maximum Value: 2019
- First Quartile (Q1): 169.0
- Third Quartile (Q3): 876.0
- Trend Strength (STL): 0.7209
- Seasonality Strength (STL): 0.937

[INPUT]"
Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,mistralai/mistral-medium-3.5-128b,0.7,textual,zero_shot,0,,csv,52.9,203.88,312.37,0.070956,0.070124,0.679419,0.041813,0.369799,43329,795,75.78836941719055,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[0.0, 87.0, 677.0, 1404.0, 1140.0, 796.0, 597.0, 569.0, 890.0, 956.0, 986.0, 874.0, 958.0, 1189.0, 1847.0, 1705.0, 1644.0, 1024.0, 687.0, 536.0, 408.0, 240.0, 96.0, 58.0]","[OBJECTIVE]
Predict the next 24 values based on the historical series (1680 periods).

[STATISTICAL CONTEXT]
- Mean: 597.7958
- Median: 574.0
- Standard Deviation: 466.0001
- Minimum Value: 0
- Maximum Value: 2019
- First Quartile (Q1): 169.0
- Third Quartile (Q3): 876.0
- Trend Strength (STL): 0.7209
- Seasonality Strength (STL): 0.937

[INPUT]"
Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,mistralai/mistral-medium-3.5-128b,0.7,textual,zero_shot,0,,csv,153.03,621.88,784.82,0.071211,0.019832,0.192149,0.008874,0.078482,43329,829,20.778838872909542,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[0.0, 84.0, 99.0, 78.0, 0.0, 0.0, 4.0, 46.0, 0.0, 74.0, 1.0, 0.0, 77.0, 1.0, 0.0, 0.0, 92.0, 84.0, 0.0, 88.0, 15.0, 1.0, 92.0, 0.0]","[OBJECTIVE]
Predict the next 24 values based on the historical series (1680 periods).

[STATISTICAL CONTEXT]
- Mean: 597.7958
- Median: 574.0
- Standard Deviation: 466.0001
- Minimum Value: 0
- Maximum Value: 2019
- First Quartile (Q1): 169.0
- Third Quartile (Q3): 876.0
- Trend Strength (STL): 0.7209
- Seasonality Strength (STL): 0.937

[INPUT]"
Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,mistralai/mistral-medium-3.5-128b,0.7,textual,zero_shot,0,,csv,132.13,582.33,738.11,0.070543,0.027733,0.268698,0.013171,0.11649,43329,740,29.81672739982605,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[0.0, 82.0, 66.0, 14.0, 12.0, 94.0, 70.0, 58.0, 90.0, 90.0, 81.0, 92.0, 97.0, 128.0, 181.0, 166.0, 101.0, 68.0, 53.0, 42.0, 16.0, 0.0, 0.0, 0.0]","[OBJECTIVE]
Predict the next 24 values based on the historical series (1680 periods).

[STATISTICAL CONTEXT]
- Mean: 597.7958
- Median: 574.0
- Standard Deviation: 466.0001
- Minimum Value: 0
- Maximum Value: 2019
- First Quartile (Q1): 169.0
- Third Quartile (Q3): 876.0
- Trend Strength (STL): 0.7209
- Seasonality Strength (STL): 0.937

[INPUT]"
Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,mistralai/mistral-medium-3.5-128b,0.7,textual,zero_shot,0,,csv,53.47,210.29,326.75,0.070971,0.015691,0.152023,0.007475,0.066108,43329,797,16.643133401870728,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[0.0, 88.0, 665.0, 1401.0, 1068.0, 952.0, 683.0, 563.0, 887.0, 922.0, 674.0, 771.0, 896.0, 979.0, 1290.0, 1850.0, 1699.0, 979.0, 696.0, 532.0, 418.0, 249.0, 172.0, 26.0]","[OBJECTIVE]
Predict the next 24 values based on the historical series (1680 periods).

[STATISTICAL CONTEXT]
- Mean: 597.7958
- Median: 574.0
- Standard Deviation: 466.0001
- Minimum Value: 0
- Maximum Value: 2019
- First Quartile (Q1): 169.0
- Third Quartile (Q3): 876.0
- Trend Strength (STL): 0.7209
- Seasonality Strength (STL): 0.937

[INPUT]"
Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,mistralai/mistral-medium-3.5-128b,0.7,textual,zero_shot,0,,csv,168.47,644.0,804.03,0.070431,0.014574,0.1412,0.006356,0.056209,43329,725,15.11458683013916,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[0.0, 8.0, 6.0, 1.0, 1.0, 9.0, 6.0, 6.0, 8.0, 9.0, 8.0, 8.0, 9.0, 1.0, 1.0, 8.0, 9.0, 7.0, 6.0, 5.0, 4.0, 1.0, 0.0, 0.0]","[OBJECTIVE]
Predict the next 24 values based on the historical series (1680 periods).

[STATISTICAL CONTEXT]
- Mean: 597.7958
- Median: 574.0
- Standard Deviation: 466.0001
- Minimum Value: 0
- Maximum Value: 2019
- First Quartile (Q1): 169.0
- Third Quartile (Q3): 876.0
- Trend Strength (STL): 0.7209
- Seasonality Strength (STL): 0.937

[INPUT]"
Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,mistralai/mistral-medium-3.5-128b,0.7,numeric,cot,0,,plain,23.93,108.54,166.99,0.078082,0.136984,1.327203,0.075473,0.667496,48770,657,139.0445704460144,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[0.0, 88.0, 702.0, 1488.0, 1232.0, 915.0, 653.0, 562.0, 883.0, 963.0, 833.0, 779.0, 980.0, 1320.0, 1761.0, 1582.0, 1002.0, 717.0, 542.0, 451.0, 144.0, 41.0, 0.0, 0.0]","[OBJECTIVE]
Predict the next 24 values based on the historical series (1680 periods).

[STATISTICAL CONTEXT]
- Mean: 597.7958
- Median: 574.0
- Standard Deviation: 466.0001
- Minimum Value: 0
- Maximum Value: 2019
- First Quartile (Q1): 169.0
- Third Quartile (Q3): 876.0
- Trend Strength (STL): 0.7209
- Seasonality Strength (STL): 0.937

[REASONING GUIDELINES]
- Trend: Identify the overall direction (increasing, decreasing, stable) and the trend strength.
- Seasonality: Patterns that repeat at regular intervals (e.g., daily, weekly, monthly).
- Outliers: Possible outliers or abrupt changes.
- Cycles: Not seasonal long-term patterns.
- Noise reduction: Apply a technique to reduce noise when necessary.
- Consistency with the provided descriptive statistics (mean, median, etc.).
- Adjustment for data frequency and contextual events (holidays, promotions, etc.).

[INPUT]"
Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,mistralai/mistral-medium-3.5-128b,0.7,numeric,cot,0,,plain,60.93,234.21,292.12,0.079665,0.016738,0.162167,0.006885,0.060891,48770,868,16.612260580062866,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[0.0, 34.0, 396.0, 1409.0, 1045.0, 706.0, 477.0, 555.0, 809.0, 704.0, 911.0, 1169.0, 1595.0, 1566.0, 933.0, 672.0, 447.0, 534.0, 464.0, 372.0, 482.0, 340.0, 157.0, 23.0]","[OBJECTIVE]
Predict the next 24 values based on the historical series (1680 periods).

[STATISTICAL CONTEXT]
- Mean: 597.7958
- Median: 574.0
- Standard Deviation: 466.0001
- Minimum Value: 0
- Maximum Value: 2019
- First Quartile (Q1): 169.0
- Third Quartile (Q3): 876.0
- Trend Strength (STL): 0.7209
- Seasonality Strength (STL): 0.937

[REASONING GUIDELINES]
- Trend: Identify the overall direction (increasing, decreasing, stable) and the trend strength.
- Seasonality: Patterns that repeat at regular intervals (e.g., daily, weekly, monthly).
- Outliers: Possible outliers or abrupt changes.
- Cycles: Not seasonal long-term patterns.
- Noise reduction: Apply a technique to reduce noise when necessary.
- Consistency with the provided descriptive statistics (mean, median, etc.).
- Adjustment for data frequency and contextual events (holidays, promotions, etc.).

[INPUT]"
Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,mistralai/mistral-medium-3.5-128b,0.7,numeric,cot,0,,plain,23.95,120.38,176.72,0.078128,0.018055,0.174927,0.008041,0.071119,48770,663,19.425260305404663,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[0.0, 92.0, 666.0, 1409.0, 1087.0, 822.0, 740.0, 550.0, 891.0, 1025.0, 859.0, 829.0, 938.0, 1245.0, 1781.0, 1618.0, 998.0, 672.0, 482.0, 463.0, 149.0, 32.0, 0.0, 0.0]","[OBJECTIVE]
Predict the next 24 values based on the historical series (1680 periods).

[STATISTICAL CONTEXT]
- Mean: 597.7958
- Median: 574.0
- Standard Deviation: 466.0001
- Minimum Value: 0
- Maximum Value: 2019
- First Quartile (Q1): 169.0
- Third Quartile (Q3): 876.0
- Trend Strength (STL): 0.7209
- Seasonality Strength (STL): 0.937

[REASONING GUIDELINES]
- Trend: Identify the overall direction (increasing, decreasing, stable) and the trend strength.
- Seasonality: Patterns that repeat at regular intervals (e.g., daily, weekly, monthly).
- Outliers: Possible outliers or abrupt changes.
- Cycles: Not seasonal long-term patterns.
- Noise reduction: Apply a technique to reduce noise when necessary.
- Consistency with the provided descriptive statistics (mean, median, etc.).
- Adjustment for data frequency and contextual events (holidays, promotions, etc.).

[INPUT]"
Traffic,2018-01-10 03:00:00,2018-03-21 02:00:00,24,mistralai/mistral-medium-3.5-128b,0.7,numeric,cot,0,,plain,31.59,113.08,171.3,0.078645,0.069178,0.670245,0.033993,0.300641,48770,732,72.25999879837036,"[0, 95, 667, 1497, 1305, 944, 592, 677, 827, 940, 803, 818, 913, 1218, 1466, 1201, 614, 595, 213, 120, 56, 16, 0, 0]","[0.0, 0.0, 727.0, 1497.0, 1221.0, 953.0, 683.0, 563.0, 887.0, 922.0, 674.0, 771.0, 896.0, 1042.0, 1622.0, 1699.0, 979.0, 693.0, 532.0, 418.0, 107.0, 45.0, 0.0, 0.0]","[OBJECTIVE]
Predict the next 24 values based on the historical series (1680 periods).

[STATISTICAL CONTEXT]
- Mean: 597.7958
- Median: 574.0
- Standard Deviation: 466.0001
- Minimum Value: 0
- Maximum Value: 2019
- First Quartile (Q1): 169.0
- Third Quartile (Q3): 876.0
- Trend Strength (STL): 0.7209
- Seasonality Strength (STL): 0.937

[REASONING GUIDELINES]
- Trend: Identify the overall direction (increasing, decreasing, stable) and the trend strength.
- Seasonality: Patterns that repeat at regular intervals (e.g., daily, weekly, monthly).
- Outliers: Possible outliers or abrupt changes.
- Cycles: Not seasonal long-term patterns.
- Noise reduction: Apply a technique to reduce noise when necessary.
- Consistency with the provided descriptive statistics (mean, median, etc.).
- Adjustment for data frequency and contextual events (holidays, promotions, etc.).

[INPUT]"
